lon_min,lon_max,lon_res,lat_min,lat_max,lat_res,depth_min,depth_max,depth_res
-117.807466,-117.802114,50.000000,34.084769,34.090205,61.000000,0,-15,31
lon,lat,depth,data
-117.807466,34.084769,0.500000,4.285155
-117.807466,34.084769,1.000000,5.117034
-117.807466,34.084769,1.500000,5.212096
-117.807466,34.084769,2.000000,3.399864
-117.807466,34.084769,2.500000,4.821206
-117.807466,34.084769,3.000000,3.128190
-117.807466,34.084769,3.500000,6.026105
-117.807466,34.084769,4.000000,3.266485
-117.807466,34.084769,4.500000,6.342278
-117.807466,34.084769,5.000000,4.751680
-117.807466,34.084769,5.500000,3.265094
-117.807466,34.084769,6.000000,4.861314
-117.807466,34.084769,6.500000,6.040138
-117.807466,34.084769,7.000000,5.159422
-117.807466,34.084769,7.500000,4.312008
-117.807466,34.084769,8.000000,3.909913
-117.807466,34.084769,8.500000,5.209074
-117.807466,34.084769,9.000000,5.381898
-117.807466,34.084769,9.500000,5.002425
-117.807466,34.084769,10.000000,4.326643
-117.807466,34.084769,10.500000,5.316186
-117.807466,34.084769,11.000000,4.562723
-117.807466,34.084769,11.500000,5.125026
-117.807466,34.084769,12.000000,3.833046
-117.807466,34.084769,12.500000,4.864949
-117.807466,34.084769,13.000000,4.365507
-117.807466,34.084769,13.500000,3.512386
-117.807466,34.084769,14.000000,5.621157
-117.807466,34.084769,14.500000,3.042186
-117.807466,34.084769,15.000000,4.646740
-117.807466,34.084860,0.000000,4.167602
-117.807466,34.084860,0.500000,4.468805
-117.807466,34.084860,1.000000,4.521893
-117.807466,34.084860,1.500000,4.866754
-117.807466,34.084860,2.000000,5.394379
-117.807466,34.084860,2.500000,4.961249
-117.807466,34.084860,3.000000,5.135172
-117.807466,34.084860,3.500000,3.522503
-117.807466,34.084860,4.000000,3.842032
-117.807466,34.084860,4.500000,2.901165
-117.807466,34.084860,5.000000,3.936346
-117.807466,34.084860,5.500000,5.338407
-117.807466,34.084860,6.000000,6.154414
-117.807466,34.084860,6.500000,3.997257
-117.807466,34.084860,7.000000,5.622765
-117.807466,34.084860,7.500000,3.230910
-117.807466,34.084860,8.000000,6.106683
-117.807466,34.084860,8.500000,4.480744
-117.807466,34.084860,9.000000,3.928888
-117.807466,34.084860,9.500000,6.762273
-117.807466,34.084860,10.000000,4.703058
-117.807466,34.084860,10.500000,5.014807
-117.807466,34.084860,11.000000,7.072701
-117.807466,34.084860,11.500000,6.097631
-117.807466,34.084860,12.000000,7.132858
-117.807466,34.084860,12.500000,6.242606
-117.807466,34.084860,13.000000,5.264231
-117.807466,34.084860,13.500000,3.794946
-117.807466,34.084860,14.000000,6.598551
-117.807466,34.084860,14.500000,5.020807
-117.807466,34.084860,15.000000,4.372947
-117.807466,34.084950,0.000000,5.103590
-117.807466,34.084950,0.500000,3.736216
-117.807466,34.084950,1.000000,5.243452
-117.807466,34.084950,1.500000,4.780852
-117.807466,34.084950,2.000000,6.183018
-117.807466,34.084950,2.500000,5.559251
-117.807466,34.084950,3.000000,4.521354
-117.807466,34.084950,3.500000,6.306840
-117.807466,34.084950,4.000000,6.029036
-117.807466,34.084950,4.500000,6.002485
-117.807466,34.084950,5.000000,4.817142
-117.807466,34.084950,5.500000,4.535821
-117.807466,34.084950,6.000000,5.480509
-117.807466,34.084950,6.500000,5.572604
-117.807466,34.084950,7.000000,6.853986
-117.807466,34.084950,7.500000,5.470404
-117.807466,34.084950,8.000000,4.626470
-117.807466,34.084950,8.500000,5.179354
-117.807466,34.084950,9.000000,4.074941
-117.807466,34.084950,9.500000,3.863867
-117.807466,34.084950,10.000000,4.955990
-117.807466,34.084950,10.500000,3.764671
-117.807466,34.084950,11.000000,3.493194
-117.807466,34.084950,11.500000,4.534371
-117.807466,34.084950,12.000000,6.069583
-117.807466,34.084950,12.500000,5.120669
-117.807466,34.084950,13.000000,4.841384
-117.807466,34.084950,13.500000,5.990573
-117.807466,34.084950,14.000000,5.669754
-117.807466,34.084950,14.500000,5.305566
-117.807466,34.084950,15.000000,5.281485
-117.807466,34.085041,0.000000,3.492481
-117.807466,34.085041,0.500000,5.789462
-117.807466,34.085041,1.000000,5.833379
-117.807466,34.085041,1.500000,6.412662
-117.807466,34.085041,2.000000,4.039212
-117.807466,34.085041,2.500000,5.595886
-117.807466,34.085041,3.000000,3.165081
-117.807466,34.085041,3.500000,6.270638
-117.807466,34.085041,4.000000,4.268649
-117.807466,34.085041,4.500000,6.764039
-117.807466,34.085041,5.000000,5.506706
-117.807466,34.085041,5.500000,5.214749
-117.807466,34.085041,6.000000,5.452087
-117.807466,34.085041,6.500000,4.387463
-117.807466,34.085041,7.000000,5.047101
-117.807466,34.085041,7.500000,4.160958
-117.807466,34.085041,8.000000,5.005135
-117.807466,34.085041,8.500000,5.651909
-117.807466,34.085041,9.000000,3.790768
-117.807466,34.085041,9.500000,5.136723
-117.807466,34.085041,10.000000,6.106943
-117.807466,34.085041,10.500000,4.332930
-117.807466,34.085041,11.000000,6.694318
-117.807466,34.085041,11.500000,6.579107
-117.807466,34.085041,12.000000,6.251510
-117.807466,34.085041,12.500000,5.807177
-117.807466,34.085041,13.000000,6.365441
-117.807466,34.085041,13.500000,5.601324
-117.807466,34.085041,14.000000,6.643754
-117.807466,34.085041,14.500000,4.655800
-117.807466,34.085041,15.000000,4.688601
-117.807466,34.085131,0.000000,4.667273
-117.807466,34.085131,0.500000,3.476426
-117.807466,34.085131,1.000000,5.854065
