lon_min,lon_max,lon_res,lat_min,lat_max,lat_res,depth_min,depth_max,depth_res
-117.809665,-117.805330,41.000000,34.087454,34.089286,21.000000,0,-15,31
lon,lat,depth,data
-117.809665,34.087454,0.500000,3.605212
-117.809665,34.087454,1.000000,6.153503
-117.809665,34.087454,1.500000,6.078010
-117.809665,34.087454,2.000000,4.698123
-117.809665,34.087454,2.500000,3.556306
-117.809665,34.087454,3.000000,4.540210
-117.809665,34.087454,3.500000,7.304940
-117.809665,34.087454,4.000000,4.251919
-117.809665,34.087454,4.500000,4.820173
-117.809665,34.087454,5.000000,5.825531
-117.809665,34.087454,5.500000,4.670877
-117.809665,34.087454,6.000000,5.260936
-117.809665,34.087454,6.500000,4.781770
-117.809665,34.087454,7.000000,4.344182
-117.809665,34.087454,7.500000,3.249948
-117.809665,34.087454,8.000000,5.279631
-117.809665,34.087454,8.500000,5.501806
-117.809665,34.087454,9.000000,4.183294
-117.809665,34.087454,9.500000,4.465499
-117.809665,34.087454,10.000000,4.289665
-117.809665,34.087454,10.500000,3.339247
-117.809665,34.087454,11.000000,4.530211
-117.809665,34.087454,11.500000,4.751492
-117.809665,34.087454,12.000000,5.339445
-117.809665,34.087454,12.500000,3.488061
-117.809665,34.087454,13.000000,5.228137
-117.809665,34.087454,13.500000,4.651488
-117.809665,34.087454,14.000000,4.797261
-117.809665,34.087454,14.500000,4.433201
-117.809665,34.087454,15.000000,4.704860
-117.809665,34.087546,0.000000,5.134811
-117.809665,34.087546,0.500000,4.897738
-117.809665,34.087546,1.000000,4.935540
-117.809665,34.087546,1.500000,5.347430
-117.809665,34.087546,2.000000,6.069241
-117.809665,34.087546,2.500000,5.109807
-117.809665,34.087546,3.000000,6.481009
-117.809665,34.087546,3.500000,4.362042
-117.809665,34.087546,4.000000,5.719586
-117.809665,34.087546,4.500000,5.501925
-117.809665,34.087546,5.000000,4.579533
-117.809665,34.087546,5.500000,5.142222
-117.809665,34.087546,6.000000,3.376390
-117.809665,34.087546,6.500000,5.570846
-117.809665,34.087546,7.000000,5.172332
-117.809665,34.087546,7.500000,6.276111
-117.809665,34.087546,8.000000,5.229279
-117.809665,34.087546,8.500000,4.099674
-117.809665,34.087546,9.000000,3.732041
-117.809665,34.087546,9.500000,4.969938
-117.809665,34.087546,10.000000,5.777448
-117.809665,34.087546,10.500000,4.823992
-117.809665,34.087546,11.000000,6.019732
-117.809665,34.087546,11.500000,4.396242
-117.809665,34.087546,12.000000,5.656822
-117.809665,34.087546,12.500000,6.010902
-117.809665,34.087546,13.000000,5.496984
-117.809665,34.087546,13.500000,3.477368
-117.809665,34.087546,14.000000,5.583797
-117.809665,34.087546,14.500000,5.814555
-117.809665,34.087546,15.000000,4.500269
-117.809665,34.087637,0.000000,5.889994
-117.809665,34.087637,0.500000,6.487045
-117.809665,34.087637,1.000000,6.000052
-117.809665,34.087637,1.500000,6.945727
-117.809665,34.087637,2.000000,4.214809
-117.809665,34.087637,2.500000,5.742269
-117.809665,34.087637,3.000000,5.345770
-117.809665,34.087637,3.500000,3.791128
-117.809665,34.087637,4.000000,3.394192
-117.809665,34.087637,4.500000,6.397614
-117.809665,34.087637,5.000000,4.478354
-117.809665,34.087637,5.500000,4.349754
-117.809665,34.087637,6.000000,6.585872
-117.809665,34.087637,6.500000,4.367263
-117.809665,34.087637,7.000000,4.490157
-117.809665,34.087637,7.500000,4.677535
-117.809665,34.087637,8.000000,4.621249
-117.809665,34.087637,8.500000,4.257180
-117.809665,34.087637,9.000000,4.176169
-117.809665,34.087637,9.500000,4.689464
-117.809665,34.087637,10.000000,3.688253
-117.809665,34.087637,10.500000,5.654878
-117.809665,34.087637,11.000000,6.660110
-117.809665,34.087637,11.500000,4.920707
-117.809665,34.087637,12.000000,5.988620
-117.809665,34.087637,12.500000,5.973768
-117.809665,34.087637,13.000000,4.832497
-117.809665,34.087637,13.500000,5.311476
-117.809665,34.087637,14.000000,4.768633
-117.809665,34.087637,14.500000,4.716968
-117.809665,34.087637,15.000000,3.664462
-117.809665,34.087729,0.000000,6.438506
-117.809665,34.087729,0.500000,5.155945
-117.809665,34.087729,1.000000,5.610048
-117.809665,34.087729,1.500000,5.719666
-117.809665,34.087729,2.000000,3.901090
-117.809665,34.087729,2.500000,4.492830
-117.809665,34.087729,3.000000,6.007392
-117.809665,34.087729,3.500000,3.453653
-117.809665,34.087729,4.000000,4.909932
-117.809665,34.087729,4.500000,3.776203
-117.809665,34.087729,5.000000,5.204844
-117.809665,34.087729,5.500000,4.768795
