lon_min,lon_max,lon_res,lat_min,lat_max,lat_res
-117.807525,-117.802054,51,34.084764,34.09021,61
lon,lat,data
-117.807525,34.084764,4.36373062776
-117.80741558,34.084764,8.87219806746
-117.80730616,34.084764,6.21401806769
-117.80719674,34.084764,11.0573418377
-117.80708732,34.084764,8.02196241494
-117.8069779,34.084764,9.79404625036
-117.80686848,34.084764,13.611213584
-117.80675906,34.084764,13.9891349304
-117.80664964,34.084764,14.2274136294
-117.80654022,34.084764,17.4210864742
-117.8064308,34.084764,15.8311379518
-117.80632138,34.084764,17.9777743591
-117.80621196,34.084764,23.2677505209
-117.80610254,34.084764,22.421603941
-117.80599312,34.084764,26.3199295419
-117.8058837,34.084764,25.9091968919
-117.80577428,34.084764,30.8216058322
-117.80566486,34.084764,25.6824587049
-117.80555544,34.084764,31.3054344158
-117.80544602,34.084764,33.8790072665
-117.8053366,34.084764,33.442476827
-117.80522718,34.084764,33.5397776682
-117.80511776,34.084764,33.1366531764
-117.80500834,34.084764,37.0721797677
-117.80489892,34.084764,39.171473646
-117.8047895,34.084764,35.076041781
-117.80468008,34.084764,39.0318863206
-117.80457066,34.084764,39.1295472667
-117.80446124,34.084764,37.2278931925
-117.80435182,34.084764,37.0476691793
-117.8042424,34.084764,38.2828523497
-117.80413298,34.084764,34.9741062587
-117.80402356,34.084764,35.5758855649
-117.80391414,34.084764,34.336900447
-117.80380472,34.084764,32.658386551
-117.8036953,34.084764,33.5664898809
-117.80358588,34.084764,31.0450004996
-117.80347646,34.084764,35.4445650087
-117.80336704,34.084764,27.5712442703
-117.80325762,34.084764,30.5910501977
-117.8031482,34.084764,27.3981859168
-117.80303878,34.084764,22.3881355309
-117.80292936,34.084764,22.8405763187
-117.80281994,34.084764,20.0196592154
-117.80271052,34.084764,22.6368589207
-117.8026011,34.084764,23.0164652877
-117.80249168,34.084764,19.1198958257
-117.80238226,34.084764,16.4885337198
-117.80227284,34.084764,14.6797045749
-117.80216342,34.084764,15.0171659739
-117.802054,34.084764,15.2400362792
-117.807525,34.0848547667,6.50940305909
-117.80741558,34.0848547667,7.10216651371
-117.80730616,34.0848547667,9.03754029753
-117.80719674,34.0848547667,5.02684321738
-117.80708732,34.0848547667,9.71786954011
-117.8069779,34.0848547667,11.1389031225
-117.80686848,34.0848547667,15.186575539
-117.80675906,34.0848547667,10.9516688882
-117.80664964,34.0848547667,14.8151068864
-117.80654022,34.0848547667,20.7674733466
-117.8064308,34.0848547667,17.8605444284
-117.80632138,34.0848547667,18.9219452796
-117.80621196,34.0848547667,19.5827303055
-117.80610254,34.0848547667,24.4702776171
-117.80599312,34.0848547667,24.4955196506
-117.8058837,34.0848547667,24.9321833204
-117.80577428,34.0848547667,28.4917505079
-117.80566486,34.0848547667,29.2504065072
-117.80555544,34.0848547667,31.4357288247
-117.80544602,34.0848547667,32.6588405055
-117.8053366,34.0848547667,32.8278100784
-117.80522718,34.0848547667,36.6247556999
-117.80511776,34.0848547667,35.2639985079
-117.80500834,34.0848547667,34.9674409362
-117.80489892,34.0848547667,38.5613056856
-117.8047895,34.0848547667,37.7568787208
-117.80468008,34.0848547667,37.0366306063
-117.80457066,34.0848547667,40.0
-117.80446124,34.0848547667,37.4924391187
-117.80435182,34.0848547667,36.742002228
-117.8042424,34.0848547667,35.8627178867
-117.80413298,34.0848547667,36.940811337
-117.80402356,34.0848547667,34.316098044
-117.80391414,34.0848547667,34.3610254069
-117.80380472,34.0848547667,33.1392400803
-117.8036953,34.0848547667,33.0806542353
-117.80358588,34.0848547667,33.3349691581
-117.80347646,34.0848547667,32.1096690682
-117.80336704,34.0848547667,29.7486795835
-117.80325762,34.0848547667,29.971436583
-117.8031482,34.0848547667,26.6354231432
-117.80303878,34.0848547667,23.8218769601
-117.80292936,34.0848547667,23.0157890902
-117.80281994,34.0848547667,28.4117715285
-117.80271052,34.0848547667,19.5353768462
-117.8026011,34.0848547667,21.5045491785
-117.80249168,34.0848547667,18.8643094455
-117.80238226,34.0848547667,21.0921745611
-117.80227284,34.0848547667,21.6817858106
-117.80216342,34.0848547667,18.736374186
-117.802054,34.0848547667,19.0177426966
-117.807525,34.0849455333,5.37672636928
-117.80741558,34.0849455333,9.49123571195
-117.80730616,34.0849455333,9.00661641246
-117.80719674,34.0849455333,8.16251931638
-117.80708732,34.0849455333,12.4126968869
-117.8069779,34.0849455333,10.8771627827
-117.80686848,34.0849455333,11.0345350667
-117.80675906,34.0849455333,17.0877096377
-117.80664964,34.0849455333,17.2901947671
-117.80654022,34.0849455333,20.0202063651
-117.8064308,34.0849455333,18.7705523122
-117.80632138,34.0849455333,22.3565986876
-117.80621196,34.0849455333,24.1384766702
-117.80610254,34.0849455333,22.7549166448
-117.80599312,34.0849455333,21.1961401472
-117.8058837,34.0849455333,29.0736732284
-117.80577428,34.0849455333,29.2018359448
-117.80566486,34.0849455333,29.1913378615
-117.80555544,34.0849455333,34.9583162202
-117.80544602,34.0849455333,34.3416008345
-117.8053366,34.0849455333,37.8922106218
-117.80522718,34.0849455333,34.4694582404
-117.80511776,34.0849455333,38.8874154902
-117.80500834,34.0849455333,34.7870012597
-117.80489892,34.0849455333,39.2331740348
-117.8047895,34.0849455333,38.702852491
-117.80468008,34.0849455333,35.9169575617
-117.80457066,34.0849455333,39.9542746879
-117.80446124,34.0849455333,38.6238616289
-117.80435182,34.0849455333,40.0
-117.8042424,34.0849455333,36.0598830806
-117.80413298,34.0849455333,38.5989998471
-117.80402356,34.0849455333,39.2783291603
-117.80391414,34.0849455333,35.9550420498
-117.80380472,34.0849455333,34.7552322432
-117.8036953,34.0849455333,30.0036101019
-117.80358588,34.0849455333,28.0468771891
-117.80347646,34.0849455333,28.9958738214
-117.80336704,34.0849455333,32.0145581592
-117.80325762,34.0849455333,31.4245188032
-117.8031482,34.0849455333,33.310212242
-117.80303878,34.0849455333,27.4767247441
-117.80292936,34.0849455333,27.7860666109
-117.80281994,34.0849455333,21.4089459354
-117.80271052,34.0849455333,24.0322555066
-117.8026011,34.0849455333,21.2518852832
-117.80249168,34.0849455333,19.5383536526
-117.80238226,34.0849455333,18.785931737
-117.80227284,34.0849455333,16.4776447967
-117.80216342,34.0849455333,16.981081304
