lon_min,lon_max,lon_res,lat_min,lat_max,lat_res
-117.807525,-117.802054,51,34.084764,34.09021,61
lon,lat,data
-117.807525,34.084764,2.85898574953
-117.80741558,34.084764,0.519793116772
-117.80730616,34.084764,2.60660855931
-117.80719674,34.084764,4.67780512034
-117.80708732,34.084764,2.57751528497
-117.8069779,34.084764,2.65846154566
-117.80686848,34.084764,6.84868079248
-117.80675906,34.084764,0.0
-117.80664964,34.084764,2.90867621843
-117.80654022,34.084764,7.96171083994
-117.8064308,34.084764,3.19359870642
-117.80632138,34.084764,4.71781030767
-117.80621196,34.084764,5.66063116684
-117.80610254,34.084764,4.48710246605
-117.80599312,34.084764,5.21523941007
-117.8058837,34.084764,6.03264653441
-117.80577428,34.084764,6.40221554109
-117.80566486,34.084764,10.5913580313
-117.80555544,34.084764,7.11727562285
-117.80544602,34.084764,7.03434703686
-117.8053366,34.084764,5.22855488037
-117.80522718,34.084764,6.93654189694
-117.80511776,34.084764,6.86377162208
-117.80500834,34.084764,5.88311396474
-117.80489892,34.084764,10.0646818447
-117.8047895,34.084764,11.013795141
-117.80468008,34.084764,8.89964375491
-117.80457066,34.084764,11.4307745602
-117.80446124,34.084764,13.5680591218
-117.80435182,34.084764,9.12119499822
-117.8042424,34.084764,11.7416709547
-117.80413298,34.084764,12.2138405705
-117.80402356,34.084764,14.8101935431
-117.80391414,34.084764,11.1808192618
-117.80380472,34.084764,12.4145951869
-117.8036953,34.084764,13.4450167166
-117.80358588,34.084764,13.5751812184
-117.80347646,34.084764,16.6217504279
-117.80336704,34.084764,11.3668437645
-117.80325762,34.084764,14.485624593
-117.8031482,34.084764,14.5512405328
-117.80303878,34.084764,11.9759718568
-117.80292936,34.084764,12.4433520434
-117.80281994,34.084764,10.7675173012
-117.80271052,34.084764,11.6729648161
-117.8026011,34.084764,10.0687489117
-117.80249168,34.084764,13.6549838182
-117.80238226,34.084764,10.8079169428
-117.80227284,34.084764,11.1116052994
-117.80216342,34.084764,15.6435172075
-117.802054,34.084764,8.81069706638
-117.807525,34.0848547667,0.237501979469
-117.80741558,34.0848547667,0.0
-117.80730616,34.0848547667,4.12883393767
-117.80719674,34.0848547667,0.390897542381
-117.80708732,34.0848547667,1.62979518813
-117.8069779,34.0848547667,2.62185881403
-117.80686848,34.0848547667,1.02559154061
-117.80675906,34.0848547667,4.31287769982
-117.80664964,34.0848547667,4.67113255878
-117.80654022,34.0848547667,3.41656412179
-117.8064308,34.0848547667,1.72728085698
-117.80632138,34.0848547667,7.71878003973
-117.80621196,34.0848547667,6.05701607129
-117.80610254,34.0848547667,5.41106104384
-117.80599312,34.0848547667,5.98025449811
-117.8058837,34.0848547667,9.82575452748
-117.80577428,34.0848547667,3.42401342505
-117.80566486,34.0848547667,9.37949886371
-117.80555544,34.0848547667,8.72609367109
-117.80544602,34.0848547667,4.25208789303
-117.8053366,34.0848547667,10.8448935005
-117.80522718,34.0848547667,9.17290741616
-117.80511776,34.0848547667,8.11384421366
-117.80500834,34.0848547667,7.59093104092
-117.80489892,34.0848547667,8.85999849368
-117.8047895,34.0848547667,12.2549107869
-117.80468008,34.0848547667,9.6008540869
-117.80457066,34.0848547667,13.4121445801
-117.80446124,34.0848547667,12.8895028241
-117.80435182,34.0848547667,12.59071442
-117.8042424,34.0848547667,10.5296222663
-117.80413298,34.0848547667,10.8534738343
-117.80402356,34.0848547667,13.0053483341
-117.80391414,34.0848547667,12.3090534031
-117.80380472,34.0848547667,12.3487900094
-117.8036953,34.0848547667,13.1175216601
-117.80358588,34.0848547667,15.8284748041
-117.80347646,34.0848547667,10.6296957874
-117.80336704,34.0848547667,17.0049225443
-117.80325762,34.0848547667,15.3960101918
-117.8031482,34.0848547667,15.3905135768
-117.80303878,34.0848547667,9.95885594598
-117.80292936,34.0848547667,20.7947301504
-117.80281994,34.0848547667,16.5314141162
-117.80271052,34.0848547667,14.4693061023
-117.8026011,34.0848547667,11.4806713867
-117.80249168,34.0848547667,13.9418284798
-117.80238226,34.0848547667,12.3339421024
-117.80227284,34.0848547667,12.5858450251
-117.80216342,34.0848547667,10.034839415
-117.802054,34.0848547667,14.0257887356
-117.807525,34.0849455333,5.08328902806
-117.80741558,34.0849455333,1.22339171274
-117.80730616,34.0849455333,2.18308506621
-117.80719674,34.0849455333,0.0
-117.80708732,34.0849455333,5.39373677503
-117.8069779,34.0849455333,4.41591830496
-117.80686848,34.0849455333,0.752235943061
-117.80675906,34.0849455333,4.78474759317
-117.80664964,34.0849455333,2.6334492633
-117.80654022,34.0849455333,3.68892777656
-117.8064308,34.0849455333,6.57605007357
-117.80632138,34.0849455333,4.58585989383
-117.80621196,34.0849455333,6.9913838385
-117.80610254,34.0849455333,6.23539154155
-117.80599312,34.0849455333,4.22858006954
-117.8058837,34.0849455333,1.83509872135
-117.80577428,34.0849455333,6.08636948334
-117.80566486,34.0849455333,8.8334782818
-117.80555544,34.0849455333,4.9456156701
-117.80544602,34.0849455333,4.74373247727
-117.8053366,34.0849455333,9.57714705538
-117.80522718,34.0849455333,9.8407326234
-117.80511776,34.0849455333,10.2871023202
-117.80500834,34.0849455333,12.5595309414
-117.80489892,34.0849455333,12.2010962966
-117.8047895,34.0849455333,9.5323183167
-117.80468008,34.0849455333,12.2846770916
-117.80457066,34.0849455333,12.0933877428
-117.80446124,34.0849455333,7.83883368821
-117.80435182,34.0849455333,12.7568735341
-117.8042424,34.0849455333,11.8805857638
