lon_min,lon_max,lon_res,lat_min,lat_max,lat_res
-117.807525,-117.802054,51,34.084764,34.09021,61
lon,lat,data
-117.807525,34.084764,23.7225789264
-117.80741558,34.084764,24.2049344973
-117.80730616,34.084764,24.9811062297
-117.80719674,34.084764,26.1532008045
-117.80708732,34.084764,27.6145691525
-117.8069779,34.084764,29.1057083709
-117.80686848,34.084764,30.3675050822
-117.80675906,34.084764,31.2065627025
-117.80664964,34.084764,31.4286578521
-117.80654022,34.084764,30.7839842534
-117.8064308,34.084764,29.0613667907
-117.80632138,34.084764,26.2909160987
-117.80621196,34.084764,22.8599811642
-117.80610254,34.084764,19.4317187198
-117.80599312,34.084764,16.7221118159
-117.8058837,34.084764,15.2680720395
-117.80577428,34.084764,15.26506779
-117.80566486,34.084764,16.4842077032
-117.80555544,34.084764,18.2884616842
-117.80544602,34.084764,19.8266783848
-117.8053366,34.084764,20.3805120693
-117.80522718,34.084764,19.7065636512
-117.80511776,34.084764,18.1282082874
-117.80500834,34.084764,16.3286677304
-117.80489892,34.084764,15.0080207528
-117.8047895,34.084764,14.6238977091
-117.80468008,34.084764,15.3001208404
-117.80457066,34.084764,16.807655084
-117.80446124,34.084764,18.6134840817
-117.80435182,34.084764,20.0600128391
-117.8042424,34.084764,20.6423587098
-117.80413298,34.084764,20.2345167016
-117.80402356,34.084764,19.1317157845
-117.80391414,34.084764,17.9032530253
-117.80380472,34.084764,17.1661505296
-117.8036953,34.084764,17.3500136498
-117.80358588,34.084764,18.5246407896
-117.80347646,34.084764,20.3413180456
-117.80336704,34.084764,22.1728081218
-117.80325762,34.084764,23.3951295005
-117.8031482,34.084764,23.6869000419
-117.80303878,34.084764,23.1702387771
-117.80292936,34.084764,22.3182947161
-117.80281994,34.084764,21.7094698883
-117.80271052,34.084764,21.7789673852
-117.8026011,34.084764,22.6718399398
-117.80249168,34.084764,24.1872008366
-117.80238226,34.084764,25.8073324823
-117.80227284,34.084764,26.8340322374
-117.80216342,34.084764,26.707164887
-117.802054,34.084764,25.3727206132
-117.807525,34.0848547667,25.1623806289
-117.80741558,34.0848547667,25.0705399154
-117.80730616,34.0848547667,25.0725454378
-117.80719674,34.0848547667,25.4563783745
-117.80708732,34.0848547667,26.2677010304
-117.8069779,34.0848547667,27.3047773764
-117.80686848,34.0848547667,28.2727691622
-117.80675906,34.0848547667,28.9098187663
-117.80664964,34.0848547667,28.9929616004
-117.80654022,34.0848547667,28.3113792132
-117.8064308,34.0848547667,26.7199169279
-117.80632138,34.0848547667,24.274770231
-117.80621196,34.0848547667,21.32082916
-117.80610254,34.0848547667,18.4259841488
-117.80599312,34.0848547667,16.2075038503
-117.8058837,34.0848547667,15.1275419145
-117.80577428,34.0848547667,15.3523832052
-117.80566486,34.0848547667,16.677400886
-117.80555544,34.0848547667,18.540487351
-117.80544602,34.0848547667,20.1838416415
-117.8053366,34.0848547667,20.9325149999
-117.80522718,34.0848547667,20.480765442
-117.80511776,34.0848547667,18.9997212004
-117.80500834,34.0848547667,17.0321545295
-117.80489892,34.0848547667,15.2536869308
-117.8047895,34.0848547667,14.2572024244
-117.80468008,34.0848547667,14.3474303016
-117.80457066,34.0848547667,15.3994914248
-117.80446124,34.0848547667,16.860220279
-117.80435182,34.0848547667,17.9981857227
-117.8042424,34.0848547667,18.2985637694
-117.80413298,34.0848547667,17.7329499426
-117.80402356,34.0848547667,16.7367063563
-117.80391414,34.0848547667,15.9574697938
-117.80380472,34.0848547667,15.9491118581
-117.8036953,34.0848547667,16.9656842398
-117.80358588,34.0848547667,18.8665361627
-117.80347646,34.0848547667,21.1863661762
-117.80336704,34.0848547667,23.3055455375
-117.80325762,34.0848547667,24.6916051647
-117.8031482,34.0848547667,25.1126685152
-117.80303878,34.0848547667,24.7317107154
-117.80292936,34.0848547667,24.010389164
-117.80281994,34.0848547667,23.4892920666
-117.80271052,34.0848547667,23.5387147331
-117.8026011,34.0848547667,24.2231921814
-117.80249168,34.0848547667,25.3092535341
-117.80238226,34.0848547667,26.3477090336
-117.80227284,34.0848547667,26.824117052
-117.80216342,34.0848547667,26.3808921473
-117.802054,34.0848547667,25.0551823257
-117.807525,34.0849455333,25.9029360532
-117.80741558,34.0849455333,25.179992109
-117.80730616,34.0849455333,24.3517357356
-117.80719674,34.0849455333,23.916366622
-117.80708732,34.0849455333,24.0881104922
-117.8069779,34.0849455333,24.7280254574
-117.80686848,34.0849455333,25.4952080554
-117.80675906,34.0849455333,26.0416682778
-117.80664964,34.0849455333,26.1024984492
-117.80654022,34.0849455333,25.4974928059
-117.8064308,34.0849455333,24.1449896712
-117.80632138,34.0849455333,22.129360569
-117.80621196,34.0849455333,19.7406724963
-117.80610254,34.0849455333,17.4356848177
-117.80599312,34.0849455333,15.7022534206
-117.8058837,34.0849455333,14.9116457194
-117.80577428,34.0849455333,15.2040373151
-117.80566486,34.0849455333,16.4234652748
-117.80555544,34.0849455333,18.1326137285
-117.80544602,34.0849455333,19.7251673156
-117.8053366,34.0849455333,20.6234992309
-117.80522718,34.0849455333,20.4869868183
-117.80511776,34.0849455333,19.3372900085
-117.80500834,34.0849455333,17.5418306376
-117.80489892,34.0849455333,15.6955535738
-117.8047895,34.0849455333,14.4338914068
-117.80468008,34.0849455333,14.1689436103
-117.80457066,34.0849455333,14.8382019526
-117.80446124,34.0849455333,15.8779982683
-117.80435182,34.0849455333,16.5356371651
-117.8042424,34.0849455333,16.3360984248
-117.80413298,34.0849455333,15.3791990645
-117.80402356,34.0849455333,14.252810672
-117.80391414,34.0849455333,13.6938812015
-117.80380472,34.0849455333,14.2326840493
-117.8036953,34.0849455333,15.9812958906
-117.80358588,34.0849455333,18.6252977305
-117.80347646,34.0849455333,21.5608327242
-117.80336704,34.0849455333,24.1252612496
-117.80325762,34.0849455333,25.816380207
-117.8031482,34.0849455333,26.460722003
-117.80303878,34.0849455333,26.2639823515
-117.80292936,34.0849455333,25.7100898342
-117.80281994,34.0849455333,25.314107612
-117.80271052,34.0849455333,25.3611860489
-117.8026011,34.0849455333,25.8037508363
-117.80249168,34.0849455333,26.3475924315
-117.80238226,34.0849455333,26.6271071845
-117.80227284,34.0849455333,26.3603597983
-117.80216342,34.0849455333,25.4646600967
-117.802054,34.0849455333,24.1219241045
-117.807525,34.0850363,26.2864996486
-117.80741558,34.0850363,24.9323245796
-117.80730616,34.0850363,23.2864781509
-117.80719674,34.0850363,22.0536290802
-117.80708732,34.0850363,21.6196314557
-117.8069779,34.0850363,21.9105432989
-117.80686848,34.0850363,22.5460970602
-117.80675906,34.0850363,23.0905231663
-117.80664964,34.0850363,23.2231589341
-117.80654022,34.0850363,22.7767332431
-117.8064308,34.0850363,21.7276724361
-117.80632138,34.0850363,20.1810886826
-117.80621196,34.0850363,18.3768722279
-117.80610254,34.0850363,16.6455675203
-117.80599312,34.0850363,15.3317528666
-117.8058837,34.0850363,14.7018006234
-117.80577428,34.0850363,14.8661637858
-117.80566486,34.0850363,15.7418070527
-117.80555544,34.0850363,17.0607110701
-117.80544602,34.0850363,18.4221024463
-117.8053366,34.0850363,19.3917575574
-117.80522718,34.0850363,19.6357490462
-117.80511776,34.0850363,19.0388080352
-117.80500834,34.0850363,17.7692619061
-117.80489892,34.0850363,16.2778741509
-117.8047895,34.0850363,15.1540066837
-117.80468008,34.0850363,14.8209395777
-117.80457066,34.0850363,15.2367505671
-117.80446124,34.0850363,15.8471429843
-117.80435182,34.0850363,15.9255377021
-117.8042424,34.0850363,15.0847868748
-117.80413298,34.0850363,13.5610967845
-117.80402356,34.0850363,12.0833477576
-117.80391414,34.0850363,11.4857002575
-117.80380472,34.0850363,12.3092105059
-117.8036953,34.0850363,14.5933146114
-117.80358588,34.0850363,17.8862932648
-117.80347646,34.0850363,21.4441148008
-117.80336704,34.0850363,24.5056581236
-117.80325762,34.0850363,26.5374439143
