lon_min,lon_max,lon_res,lat_min,lat_max,lat_res
-117.807525,-117.802054,51,34.084764,34.09021,61
lon,lat,data
-117.807525,34.084764,12.2964909782
-117.80741558,34.084764,14.556298906
-117.80730616,34.084764,16.8212813978
-117.80719674,34.084764,18.7667785666
-117.80708732,34.084764,20.0035033975
-117.8069779,34.084764,20.286982966
-117.80686848,34.084764,19.6336895647
-117.80675906,34.084764,18.3565372834
-117.80664964,34.084764,17.0274446866
-117.80654022,34.084764,16.3141696404
-117.8064308,34.084764,16.6658664191
-117.80632138,34.084764,18.0377085124
-117.80621196,34.084764,19.9301663619
-117.80610254,34.084764,21.7705234177
-117.80599312,34.084764,23.3275839071
-117.8058837,34.084764,24.7720274992
-117.80577428,34.084764,26.3414110696
-117.80566486,34.084764,27.9503073406
-117.80555544,34.084764,29.0953784292
-117.80544602,34.084764,29.1472721901
-117.8053366,34.084764,27.818325008
-117.80522718,34.084764,25.4462915042
-117.80511776,34.084764,22.8864398589
-117.80500834,34.084764,21.0841487684
-117.80489892,34.084764,20.6237267046
-117.8047895,34.084764,21.5627473491
-117.80468008,34.084764,23.5650268547
-117.80457066,34.084764,26.1531308846
-117.80446124,34.084764,28.8300042411
-117.80435182,34.084764,31.0485757122
-117.8042424,34.084764,32.1828743404
-117.80413298,34.084764,31.6717799953
-117.80402356,34.084764,29.309146878
-117.80391414,34.084764,25.4611860569
-117.80380472,34.084764,21.041066013
-117.8036953,34.084764,17.1642291726
-117.80358588,34.084764,14.6867774901
-117.80347646,34.084764,13.8478618645
-117.80336704,34.084764,14.2035207465
-117.80325762,34.084764,14.8759939398
-117.8031482,34.084764,14.9896840559
-117.80303878,34.084764,14.0696197342
-117.80292936,34.084764,12.2306234057
-117.80281994,34.084764,10.0825250468
-117.80271052,34.084764,8.41360140527
-117.8026011,34.084764,7.80685166726
-117.80249168,34.084764,8.35494049192
-117.80238226,34.084764,9.65745108913
-117.80227284,34.084764,11.0946247717
-117.80216342,34.084764,12.2018269545
-117.802054,34.084764,12.8673281496
-117.807525,34.0848547667,9.21538095025
-117.80741558,34.0848547667,10.9424124369
-117.80730616,34.0848547667,13.0240022116
-117.80719674,34.0848547667,15.0777304187
-117.80708732,34.0848547667,16.6482111281
-117.8069779,34.0848547667,17.4254957022
-117.80686848,34.0848547667,17.3587710786
-117.80675906,34.0848547667,16.6781739321
-117.80664964,34.0848547667,15.8948971007
-117.80654022,34.0848547667,15.636483162
-117.8064308,34.0848547667,16.3268630026
-117.80632138,34.0848547667,17.8929578721
-117.80621196,34.0848547667,19.8076194686
-117.80610254,34.0848547667,21.4878778198
-117.80599312,34.0848547667,22.7086126882
-117.8058837,34.0848547667,23.6802961717
-117.80577428,34.0848547667,24.7264459521
-117.80566486,34.0848547667,25.8842369884
-117.80555544,34.0848547667,26.7661800199
-117.80544602,34.0848547667,26.8048645559
-117.8053366,34.0848547667,25.6950385751
-117.80522718,34.0848547667,23.690187606
-117.80511776,34.0848547667,21.5261073851
-117.80500834,34.0848547667,20.0128316197
-117.80489892,34.0848547667,19.6186763456
-117.8047895,34.0848547667,20.3308463917
-117.80468008,34.0848547667,21.8397876102
-117.80457066,34.0848547667,23.7837694131
-117.80446124,34.0848547667,25.8356773615
-117.80435182,34.0848547667,27.6014164678
-117.8042424,34.0848547667,28.554742015
-117.80413298,34.0848547667,28.1634492497
-117.80402356,34.0848547667,26.1954553112
-117.80391414,34.0848547667,22.9469075098
-117.80380472,34.0848547667,19.215825749
-117.8036953,34.0848547667,15.9962062253
-117.80358588,34.0848547667,14.0484095571
-117.80347646,34.0848547667,13.5804395703
-117.80336704,34.0848547667,14.163090952
-117.80325762,34.0848547667,14.9528524558
-117.8031482,34.0848547667,15.1010167141
-117.80303878,34.0848547667,14.1649653287
-117.80292936,34.0848547667,12.3208510026
-117.80281994,34.0848547667,10.262775077
-117.80271052,34.0848547667,8.87123375299
-117.8026011,34.0848547667,8.76645552727
-117.80249168,34.0848547667,9.98501704644
-117.80238226,34.0848547667,11.9451823948
-117.80227284,34.0848547667,13.8001049604
-117.80216342,34.0848547667,14.922112691
-117.802054,34.0848547667,15.2009045174
